ID,Sura_No,Verse_No,Column5,Word_No,Word,Without_Diacritics,Segmented_Word,Morph_tag,Morph_type,Punctuation_Mark,Invariable_Declinable,Syntactic_Role,Possessive_Construct,Case_Mood,Case_Mood_Marker,Phrase,Phrasal_Function,Notes
6146,2,286,26,2,حَمَلْتَهُ,حملته,ت,SUFF_FEM_TA,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,الفتحة,,,
6146,2,286,26,3,حَمَلْتَهُ,حملته,ه,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,الضمة,,,
6147,2,286,27,1,عَلَى,على,على,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
6148,2,286,28,1,الَّذِينَ,الذين,الذين,REL_PRON,Stem,,اسم موصول,اسم مجرور,غير مضاف,مجرور,الفتحة,,,
6149,2,286,29,1,مِنْ,من,من,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
6150,2,286,30,1,قَبْلِنَا,قبلنا,قبل,NOUN_ABSTRACT,Stem,,معرب,اسم مجرور,مضاف,مجرور,الكسرة,,,
6150,2,286,30,2,قَبْلِنَا,قبلنا,نا,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,السكون,,,
6151,2,286,31,1,رَبَّنَا,ربنا,رب,NOUN_CONCRETE,Stem,,معرب,منادى,مضاف,منصوب,الفتحة,,,
6151,2,286,31,2,رَبَّنَا,ربنا,(null),CASE_DEF_GEN,Suffix,,None,,,,,,,
6151,2,286,31,3,رَبَّنَا,ربنا,نا,POSS_PRON_1P,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,السكون,,,
6152,2,286,32,1,وَلَا,ولا,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
6152,2,286,32,2,وَلَا,ولا,لا,NEG_PART,Stem,,مبني,حرف جزم,غير مضاف,مبني,السكون,,,
6153,2,286,33,1,تُحَمِّلْنَا,تحملنا,ت,IMPERF_PREF,Prefix,,None,,,,,,,
6153,2,286,33,2,تُحَمِّلْنَا,تحملنا,حمل,IV,Stem,,معرب,فعل مضارع,غير مضاف,مجزوم,السكون,,,
6153,2,286,33,3,تُحَمِّلْنَا,تحملنا,نا,SUBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,السكون,,,
6154,2,286,34,1,مَا,ما,ما,OTHER,Stem,,اسم موصول,مفعول به,غير مضاف,منصوب,السكون,,,
6155,2,286,35,1,لَا,لا,لا,NEG_PART,Stem,,مبني,لا النافية للجنس,غير مضاف,مبني,السكون,,,هل لا هي لا النافية للجنس؟
6156,2,286,36,1,طَاقَةَ,طاقة,طاق,NOUN_ABSTRACT,Stem,,مبني,اسم لا النافية للجنس,غير مضاف,منصوب,الفتحة,,,
6156,2,286,36,2,طَاقَةَ,طاقة,ة,NSUFF_FEM_SG,Suffix,,None,,,,,,,
6156,2,286,36,3,طَاقَةَ,طاقة,(null),CASE_INDEF_GEN,Suffix,,None,,,,,,,
6157,2,286,37,1,لَنَا,لنا,ل,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,الفتحة,,,
6157,2,286,37,2,لَنَا,لنا,نا,POSS_PRON,Suffix,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,السكون,,,
6158,2,286,38,1,بِهِ,به,ب,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,الكسرة,,,
6158,2,286,38,2,بِهِ,به,ه,PRON_3MS,Suffix,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,الكسرة,,,
6159,2,286,39,1,وَاعْفُ,واعف,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
6159,2,286,39,2,وَاعْفُ,واعف,ا,CV_PREF,Prefix,,None,,,,,,,
6159,2,286,39,3,وَاعْفُ,واعف,عف,CV,Stem,,مبني,فعل أمر,غير مضاف,مبني,حذف حرف العلة,,,
6160,2,286,40,1,عَنَّا,عنا,عن,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
6160,2,286,40,2,عَنَّا,عنا,نا,PRON_1P,Suffix,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,السكون,,,
6161,2,286,41,1,وَاغْفِرْ,واغفر,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
6161,2,286,41,2,وَاغْفِرْ,واغفر,ا,CV_PREF,Prefix,,None,,,,,,,
6161,2,286,41,3,وَاغْفِرْ,واغفر,غفر,CV,Stem,,مبني,فعل أمر,غير مضاف,مبني,السكون,,,
6162,2,286,42,1,لَنَا,لنا,ل,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,الفتحة,,,
6162,2,286,42,2,لَنَا,لنا,نا,POSS_PRON,Suffix,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,السكون,,,
6163,2,286,43,1,وَارْحَمْنَا,وارحمنا,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
6163,2,286,43,2,وَارْحَمْنَا,وارحمنا,ا,CV_PREF,Prefix,,None,,,,,,,
6163,2,286,43,3,وَارْحَمْنَا,وارحمنا,رحم,CV,Stem,,مبني,فعل أمر,غير مضاف,مبني,السكون,,,
6163,2,286,43,4,وَارْحَمْنَا,وارحمنا,نا,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,السكون,,,
6164,2,286,44,1,أَنْتَ,أنت,أنت,PRON_2MS,Stem,,ضمير منفصل مبني,مبتدأ,غير مضاف,مرفوع,الفتحة,,,
6165,2,286,45,1,مَوْلَانَا,مولانا,مولا,NOUN_ABSTRACT,Stem,,معرب,خبر,مضاف,مرفوع,ضمة مقدرة,,,
6165,2,286,45,2,مَوْلَانَا,مولانا,نا,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,السكون,,,
6166,2,286,46,1,فَانْصُرْنَا,فانصرنا,ف,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
6166,2,286,46,2,فَانْصُرْنَا,فانصرنا,ا,CV_PREF,Prefix,,None,,,,,,,
6166,2,286,46,3,فَانْصُرْنَا,فانصرنا,نصر,CV,Stem,,مبني,فعل أمر,غير مضاف,مبني,السكون,,,
6166,2,286,46,4,فَانْصُرْنَا,فانصرنا,نا,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,السكون,,,
6167,2,286,47,1,عَلَى,على,على,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
6168,2,286,48,1,الْقَوْمِ,القوم,ال,DET,Prefix,,ال التعريف,,,,,,,
6168,2,286,48,2,الْقَوْمِ,القوم,قوم,NOUN_CONCRETE,Stem,,معرب,اسم مجرور,غير مضاف,مجرور,الكسرة,,,
6169,2,286,49,1,الْكَافِرِينَ,الكافرين,ال,DET,Prefix,,ال التعريف,,,,,,,
6169,2,286,49,2,الْكَافِرِينَ,الكافرين,كافر,NOUN_ACTIVE_PART,Stem,,معرب,نعت,غير مضاف,مجرور,الياء,,,
6169,2,286,49,3,الْكَافِرِينَ,الكافرين,ين,NSUFF_MASC_PL_GEN,Suffix,,None,,,,,,,
6170,3,1,1,1,الم,الم,الم,OTHER,Stem,,مبني,حروف مقطعة,غير مضاف,مرفوع,السكون,,,
6171,3,2,1,1,اللَّهُ,الله,ال,DET,Prefix,,None,,,,,,,
6171,3,2,1,2,اللَّهُ,الله,له,NOUN_PROP,Stem,,معرب,مبتدأ,غير مضاف,مرفوع,الضمة,,,
6172,3,2,2,1,لَا,لا,لا,NEG_PART,Stem,,مبني,لا النافية للجنس,غير مضاف,مبني,السكون,,,هل لا هي لا النافية للجنس؟
6173,3,2,3,1,إِلَهَ,إله,إله,NOUN_CONCRETE,Stem,,مبني,اسم لا النافية للجنس,غير مضاف,منصوب,الفتحة,,,
6174,3,2,4,1,إِلَّا,إلا,إلا,EXCEPT_PART,Stem,,مبني,حرف غير عامل,غير مضاف,مبني,السكون,,,
6175,3,2,5,1,هُوَ,هو,هو,PRON,Stem,,ضمير منفصل مبني,بدل,غير مضاف,مرفوع,الفتحة,,,
6176,3,2,6,1,الْحَيُّ,الحي,ال,DET,Prefix,,ال التعريف,,,,,,,
6176,3,2,6,2,الْحَيُّ,الحي,حي,NOUN_PROP,Stem,,معرب,خبر,غير مضاف,مرفوع,الضمة,,,
6177,3,2,7,1,الْقَيُّومُ,القيوم,ال,DET,Prefix,,ال التعريف,,,,,,,
6177,3,2,7,2,الْقَيُّومُ,القيوم,قيوم,NOUN_PROP,Stem,,معرب,خبر,غير مضاف,مرفوع,الضمة,,,
6178,3,3,1,1,نَزَّلَ,نزل,نزل,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الفتحة,,,
6179,3,3,2,1,عَلَيْكَ,عليك,علي,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
6179,3,3,2,2,عَلَيْكَ,عليك,ك,POSS_PRON,Suffix,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,الفتحة,,,
6180,3,3,3,1,الْكِتَابَ,الكتاب,ال,DET,Prefix,,ال التعريف,,,,,,,
6180,3,3,3,2,الْكِتَابَ,الكتاب,كتاب,NOUN_CONCRETE,Stem,,معرب,مفعول به,غير مضاف,منصوب,الفتحة,,,
6181,3,3,4,1,بِالْحَقِّ,بالحق,ب,PREP,Prefix,,مبني,حرف جر,غير مضاف,مبني,الكسرة,,,
6181,3,3,4,2,بِالْحَقِّ,بالحق,ال,DET,Prefix,,ال التعريف,,,,,,,
6181,3,3,4,3,بِالْحَقِّ,بالحق,حق,GERUND,Stem,,معرب,اسم مجرور,غير مضاف,مجرور,الكسرة,,,
6181,3,3,4,4,بِالْحَقِّ,بالحق,(null),CASE_DEF_GEN,Suffix,,None,,,,,,,
6182,3,3,5,1,مُصَدِّقَاً,مصدقا,مصدق,NOUN_ACTIVE_PART,Stem,,معرب,حال,غير مضاف,منصوب,الفتحة,,,
6182,3,3,5,2,مُصَدِّقَاً,مصدقا,ا,CASE_INDEF_(ACC_GEN),Suffix,,None,,,,,,,
6183,3,3,6,1,لِمَا,لما,لما,ADV,Stem,,مبني,حرف جر,غير مضاف,مبني,الكسرة,,,هل لما :اللام حرف جرف ما اسم موصول مبني على السكون في محل جر بالام؟
6184,3,3,7,1,بَيْنَ,بين,بين,ADV,Stem,,معرب,ظرف مكان,مضاف,منصوب,الفتحة,,,
6185,3,3,8,1,يَدَيْهِ,يديه,يد,NOUN_CONCRETE,Stem,,معرب,مضاف إليه,مضاف,مجرور,الياء,,,
6185,3,3,8,2,يَدَيْهِ,يديه,ي,NSUFF_MASC_DU_ACC,Suffix,,None,,,,,,,
6185,3,3,8,3,يَدَيْهِ,يديه,ه,POSS_PRON_3MS,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,الكسرة,,,
6186,3,3,9,1,وَأَنْزَلَ,وأنزل,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
6186,3,3,9,2,وَأَنْزَلَ,وأنزل,أنزل,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الفتحة,,,
6187,3,3,10,1,التَّوْرَاةَ,التوراة,ال,DET,Prefix,,ال التعريف,,,,,,,
6187,3,3,10,2,التَّوْرَاةَ,التوراة,تورا,NOUN_PROP_FOREIGN,Stem,,معرب,مفعول به,غير مضاف,منصوب,الفتحة,,,
6187,3,3,10,3,التَّوْرَاةَ,التوراة,ة,NSUFF_FEM_SG,Suffix,,None,,,,,,,
6188,3,3,11,1,وَالْإِنْجِيلَ,والإنجيل,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
6188,3,3,11,2,وَالْإِنْجِيلَ,والإنجيل,ال,DET,Prefix,,ال التعريف,,,,,,,
6188,3,3,11,3,وَالْإِنْجِيلَ,والإنجيل,إنجيل,NOUN_PROP_FOREIGN,Stem,,معرب,اسم معطوف,غير مضاف,منصوب,الفتحة,,,
6189,3,4,1,1,مِنْ,من,من,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
6190,3,4,2,1,قَبْلُ,قبل,قبل,NOUN_ABSTRACT,Stem,,مبني,اسم مجرور,غير مضاف,مبني,الضمة,,,
6191,3,4,3,1,هُدَىً,هدى,هدي,GERUND,Stem,,معرب,مفعول لأجله,غير مضاف,منصوب,فتحة مقدرة,,,
6192,3,4,4,1,لِلنَّاسِ,للناس,ل,PREP,Prefix,,مبني,حرف جر,غير مضاف,مبني,الكسرة,,,
6192,3,4,4,2,لِلنَّاسِ,للناس,ال,DET,Prefix,,ال التعريف,,,,,,,
6192,3,4,4,3,لِلنَّاسِ,للناس,ناس,NOUN_CONCRETE,Stem,,معرب,اسم مجرور,غير مضاف,مجرور,الكسرة,,,
6193,3,4,5,1,وَأَنْزَلَ,وأنزل,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
6193,3,4,5,2,وَأَنْزَلَ,وأنزل,أنزل,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الفتحة,,,
6194,3,4,6,1,الْفُرْقَانَ,الفرقان,ال,DET,Prefix,,ال التعريف,,,,,,,
6194,3,4,6,2,الْفُرْقَانَ,الفرقان,فرقان,NOUN_PROP,Stem,,معرب,مفعول به,غير مضاف,منصوب,الفتحة,,,
6194,3,4,6,3,الْفُرْقَانَ,الفرقان,(null),CASE_DEF_GEN,Suffix,,None,,,,,,,
6195,3,4,7,1,إِنَّ,إن,أن,ANNUL_PART,Stem,,مبني,حرف ناسخ (إنّ وأخواتها),غير مضاف,مبني,الفتحة,,,
6196,3,4,8,1,الَّذِينَ,الذين,الذين,REL_PRON,Stem,,اسم موصول,اسم حرف ناسخ,غير مضاف,منصوب,الفتحة,,,
6197,3,4,9,1,كَفَرُوا,كفروا,كفر,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الضمة,,,
6197,3,4,9,2,كَفَرُوا,كفروا,وا,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
6198,3,4,10,1,بِآيَاتِ,بآيات,ب,PREP,Prefix,,مبني,حرف جر,غير مضاف,مبني,الكسرة,,,
6198,3,4,10,2,بِآيَاتِ,بآيات,آي,NOUN_ABSTRACT,Stem,,معرب,اسم مجرور,مضاف,مجرور,الكسرة,,,
6198,3,4,10,3,بِآيَاتِ,بآيات,ات,NSUFF_FEM_PL,Suffix,,None,,,,,,,
6199,3,4,11,1,اللَّهِ,الله,ال,DET,Prefix,,None,,,,,,,
6199,3,4,11,2,اللَّهِ,الله,له,NOUN_PROP,Stem,,معرب,مضاف إليه,غير مضاف,مجرور,الكسرة,,,
6200,3,4,12,1,لَهُمْ,لهم,ل,PREP,Prefix,,مبني,حرف جر,غير مضاف,مبني,الفتحة,,,
6200,3,4,12,2,لَهُمْ,لهم,هم,PRON,Stem,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,السكون,,,
6201,3,4,13,1,عَذَابٌ,عذاب,عذاب,NOUN_ABSTRACT,Stem,,معرب,مبتدأ,غير مضاف,مرفوع,الضمة,,,الجار والمجرور متعلقان بمحذوف خبر
6202,3,4,14,1,شَدِيدٌ,شديد,شديد,ADJ_QUALIT,Stem,,معرب,نعت,غير مضاف,مرفوع,الضمة,,,
6202,3,4,14,2,شَدِيدٌ,شديد,(null),CASE_INDEF_GEN,Suffix,,None,,,,,,,
6203,3,4,15,1,وَاللَّهُ,والله,و,CONJ,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
6203,3,4,15,2,وَاللَّهُ,والله,ال,DET,Prefix,,None,,,,,,,
6203,3,4,15,3,وَاللَّهُ,والله,له,NOUN_PROP,Stem,,معرب,مبتدأ,غير مضاف,مرفوع,الضمة,,,
6204,3,4,16,1,عَزِيزٌ,عزيز,عزيز,ADJ_QUALIT,Stem,,معرب,خبر,غير مضاف,مرفوع,الضمة,,,
6205,3,4,17,1,ذُو,ذو,ذو,NOUN_FIVE,Stem,,معرب,خبر,مضاف,مرفوع,الواو,,,
6206,3,4,18,1,انْتِقَامٍ,انتقام,انتقام,GERUND,Stem,,معرب,مضاف إليه,غير مضاف,مجرور,الكسرة,,,
6207,3,5,1,1,إِنَّ,إن,أن,ANNUL_PART,Stem,,مبني,حرف ناسخ (إنّ وأخواتها),غير مضاف,مبني,الفتحة,,,
6208,3,5,2,1,اللَّهَ,الله,ال,DET,Prefix,,None,,,,,,,
6208,3,5,2,2,اللَّهَ,الله,له,NOUN_PROP,Stem,,معرب,اسم حرف ناسخ,غير مضاف,منصوب,الفتحة,,,
6209,3,5,3,1,لَا,لا,لا,NEG_PART,Stem,,مبني,حرف غير عامل,غير مضاف,مبني,السكون,,,
6210,3,5,4,1,يَخْفَى,يخفى,ي,IMPERF_PREF,Prefix,,None,,,,,,,
6210,3,5,4,2,يَخْفَى,يخفى,خفى,IV,Stem,,معرب,فعل مضارع,غير مضاف,مرفوع,ضمة مقدرة,,,
6211,3,5,5,1,عَلَيْهِ,عليه,علي,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
6211,3,5,5,2,عَلَيْهِ,عليه,ه,POSS_PRON,Suffix,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,الكسرة,,,
6212,3,5,6,1,شَيْءٌ,شيء,شيء,NOUN_ABSTRACT,Stem,,معرب,فاعل,غير مضاف,مرفوع,الضمة,,,
6213,3,5,7,1,فِي,في,في,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
6214,3,5,8,1,الْأَرْضِ,الأرض,ال,DET,Prefix,,ال التعريف,,,,,,,
6214,3,5,8,2,الْأَرْضِ,الأرض,أرض,NOUN_CONCRETE,Stem,,معرب,اسم مجرور,غير مضاف,مجرور,الكسرة,,,
6214,3,5,8,3,الْأَرْضِ,الأرض,(null),CASE_DEF_GEN,Suffix,,None,,,,,,,
6215,3,5,9,1,وَلَا,ولا,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
6215,3,5,9,2,وَلَا,ولا,لا,NEG_PART,Stem,,مبني,حرف غير عامل,غير مضاف,مبني,السكون,,,
6216,3,5,10,1,فِي,في,في,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
6217,3,5,11,1,السَّمَاءِ,السماء,ال,DET,Prefix,,ال التعريف,,,,,,,
6217,3,5,11,2,السَّمَاءِ,السماء,سماء,NOUN_CONCRETE,Stem,,معرب,اسم مجرور,غير مضاف,مجرور,الكسرة,,,
6218,3,6,1,1,هُوَ,هو,هو,PRON,Stem,,ضمير منفصل مبني,مبتدأ,غير مضاف,مرفوع,السكون,,,
6219,3,6,2,1,الَّذِي,الذي,الذي,REL_PRON,Stem,,اسم موصول,خبر,غير مضاف,مرفوع,السكون,,,
6220,3,6,3,1,يُصَوِّرُكُمْ,يصوركم,ي,IMPERF_PREF,Prefix,,None,,,,,,,
6220,3,6,3,2,يُصَوِّرُكُمْ,يصوركم,صور,IV,Stem,,معرب,فعل مضارع,غير مضاف,مرفوع,الضمة,,,
6220,3,6,3,3,يُصَوِّرُكُمْ,يصوركم,كم,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,السكون,,,
6221,3,6,4,1,فِي,في,في,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
6222,3,6,5,1,الْأَرْحَامِ,الأرحام,ال,DET,Prefix,,ال التعريف,,,,,,,
6222,3,6,5,2,الْأَرْحَامِ,الأرحام,أرحام,NOUN_CONCRETE,Stem,,معرب,اسم مجرور,غير مضاف,مجرور,الكسرة,,,
6223,3,6,6,1,كَيْفَ,كيف,كيف,INTERROG_PRON,Stem,,اسم شرط,حال,غير مضاف,منصوب,الفتحة,,,
6224,3,6,7,1,يَشَاءُ,يشاء,ي,IMPERF_PREF,Prefix,,None,,,,,,,
6224,3,6,7,2,يَشَاءُ,يشاء,شاء,IV,Stem,,معرب,فعل مضارع,غير مضاف,مرفوع,الضمة,,,
6225,3,6,8,1,لَا,لا,لا,NEG_PART,Stem,,مبني,لا النافية للجنس,غير مضاف,مبني,السكون,,,هل لا هي لا النافية للجنس؟
6226,3,6,9,1,إِلَهَ,إله,إله,NOUN_CONCRETE,Stem,,مبني,اسم لا النافية للجنس,غير مضاف,منصوب,الفتحة,,,
6227,3,6,10,1,إِلَّا,إلا,إلا,EXCEPT_PART,Stem,,مبني,حرف غير عامل,غير مضاف,مبني,السكون,,,
6228,3,6,11,1,هُوَ,هو,هو,PRON,Stem,,ضمير منفصل مبني,بدل,غير مضاف,منصوب,الفتحة,,,
6229,3,6,12,1,الْعَزِيزُ,العزيز,ال,DET,Prefix,,ال التعريف,,,,,,,
6229,3,6,12,2,الْعَزِيزُ,العزيز,عزيز,NOUN_PROP,Stem,,معرب,خبر,غير مضاف,مرفوع,الضمة,,,خبر لمبتدأ محذوف تقديره هو
6230,3,6,13,1,الْحَكِيمُ,الحكيم,ال,DET,Prefix,,ال التعريف,,,,,,,
6230,3,6,13,2,الْحَكِيمُ,الحكيم,حكيم,NOUN_PROP,Stem,,معرب,خبر,غير مضاف,مرفوع,الضمة,,,
6231,3,7,1,1,هُوَ,هو,هو,PRON,Stem,,ضمير منفصل مبني,مبتدأ,غير مضاف,مرفوع,الفتحة,,,
6232,3,7,2,1,الَّذِي,الذي,الذي,REL_PRON,Stem,,اسم موصول,خبر,غير مضاف,مرفوع,السكون,,,
6233,3,7,3,1,أَنْزَلَ,أنزل,أنزل,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الفتحة,,,
6234,3,7,4,1,عَلَيْكَ,عليك,علي,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
6234,3,7,4,2,عَلَيْكَ,عليك,ك,POSS_PRON,Suffix,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,الفتحة,,,
6235,3,7,5,1,الْكِتَابَ,الكتاب,ال,DET,Prefix,,ال التعريف,,,,,,,
6235,3,7,5,2,الْكِتَابَ,الكتاب,كتاب,NOUN_CONCRETE,Stem,,معرب,مفعول به,غير مضاف,منصوب,الفتحة,,,
6236,3,7,6,1,مِنْهُ,منه,من,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
6236,3,7,6,2,مِنْهُ,منه,ه,POSS_PRON,Suffix,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,الضمة,,,
6237,3,7,7,1,آيَاتٌ,آيات,آي,NOUN_ABSTRACT,Stem,,معرب,مبتدأ,غير مضاف,مرفوع,الضمة,,,(منه) الهاء ضمير متصل مبني في محل جر متعلق بمحذوف خبر مقدم
6237,3,7,7,2,آيَاتٌ,آيات,ات,NSUFF_FEM_PL,Suffix,,None,,,,,,,
6238,3,7,8,1,مُحْكَمَاتٌ,محكمات,محكم,NOUN_PASSIVE_PART,Stem,,معرب,نعت,غير مضاف,مرفوع,الضمة,,,
6238,3,7,8,2,مُحْكَمَاتٌ,محكمات,ات,NSUFF_MASC_PL_GEN,Suffix,,None,,,,,,,
